在籍日数,対象日,ID,入社日,会社,部署,パーソナリティタイプ,4特性,第一因子,新奇_スコア,外交_スコア,順応_スコア,安定_スコア,分析_スコア,指導_スコア,調和_スコア,ライスケール,新奇_強み判定,外交_強み判定,順応_強み判定,安定_強み判定,分析_強み判定,指導_強み判定,調和_強み判定,対象スコア,集まったNPS,NPS平均,HaKaSe NPS,レビュー数,良かった点の数,コメント数,コミュニケーション,主体的な行動,目標達成意識,人脈づくり,周囲へのサポート,自信,情報収集力,継続力,論理的思考,リーダーシップ,創造性,冷静な対応,顧客志向,進行管理,本質を理解する力,コメント
445,2024/03/21,4601128,2023/01/01,Septeni Japan株式会社,Septeni Japan ｵﾍﾟﾚｰｼｮﾝ変革本部ｵﾍﾟﾚｰｼｮﾝ戦略部戦略推進課,チームの名サポーター,協調型,順応,13,11,25,19,16,8,22,5,0,0,1,0,0,0,1,8.308,[ 7  5  8 10 10 10],8.333,8.308,6,31,1,57%,14%,14%,14%,14%,14%,43%,43%,14%,14%,14%,71%,14%,57%,43%,・どの業務も心から安心してお任せできる方です。業務自体もコミュニケーションも、丁寧かつ迅速でわかりやすく、常に相手のことを考えてアクションされているが故なのかなと思います。
445,2024/03/21,4601129,2023/01/01,Septeni Japan株式会社,Septeni Japan 第一営業本部第二営業部三課,仲間想いのリーダー,冒険型,外交,15,30,22,9,21,17,29,14,0,1,0,0,0,0,1,7.343,[5 8 7 9 8 7],7.333,7.343,6,26,3,50%,33%,33%,17%,67%,0%,50%,17%,17%,33%,17%,17%,33%,50%,0%,"・Slackでの連携やコミュニケーションは比較的丁寧かと思われます。  但し連携に際し、知識面や社内理解（どの確認をどこに投げればいいか等）が最低水準に足りず、 ミドル・バックオフィス間で必要以上にコミュニケーション工数が掛かっている節もあるため、 インプット面が課題としてあるかと
・より""自律""に向けた意識付けを持ってもらえると良い。自分を起点にいかに周囲からの信頼を勝ち取り、顧客への成果物を提供し、そして顧客から信頼と売上を得るか。
・いつもお世話になっています！ 顧客志向の高さや周囲へのホスピタビリティを見て勉強させていただいています！"
445,2024/03/21,4601130,2023/01/01,Septeni Japan株式会社,Septeni Japan 第一営業本部第三営業部一課,チームの名サポーター,協調型,調和,14,17,23,17,18,14,25,7,0,0,1,0,0,0,1,9.088,[10  8 10 10  8 10  9  9  8],9.111,9.088,9,62,4,100%,78%,56%,44%,44%,33%,44%,33%,33%,33%,11%,33%,33%,78%,33%,"・細かなクライアントなので求められるスキルも高い中 中途一年で社内外の対応をほぼ一人で対応しているのはマジで強みだと思います！ 管理画面とかも使いこなしているのは冷静にすごい（feedの管理画面入っているの見たときはビビった）し 顧客コミュニケーションとてもうまいので自信をもって！
・非常に難易度の高い、細かくリテラシーの高い顧客に対峙してくれていて、しんどい場面も多々あると思います。周囲の協力も仰ぎつつリベカなら乗り越えられる壁だと思ってるので一緒に頑張りましょう。
・いつもありがとう！この半年でグっと成長を感じております！ また残り半年もよろしく！！
・CNとは思えない進行で驚きました！引き続きよろしくお願いいたします。"
445,2024/03/21,4601131,2023/01/01,Septeni Japan株式会社,Septeni Japan 第二営業本部第三営業部一課,チームの名サポーター,協調型,順応,23,18,25,17,12,7,22,4,1,0,1,0,0,0,1,7.902,[9 7 6 7 9 9 7 8 8 8 9],7.909,7.902,11,46,3,82%,27%,45%,64%,18%,0%,18%,45%,0%,18%,0%,18%,27%,36%,18%,"・めいちゃん今期もお疲れ様！コノキュー含めかなりタフに案件をこなしてくれており、助かっています。 4月からはトレーナーにもなるので、より視座をあげて仕事に向き合って成長していきましょう！引き続きよろしくね
・最近、忙しくされている印象です。 ご自身のペースで頑張ってください！春からは後輩ができるんですね！ 引っ張っていく姿に期待してます
・社内でのコミュニケーション能力が高いなと思いました。 その点が個人的な課題でもあるので、見習っていきたいと思っています。"
445,2024/03/21,4601132,2023/01/01,Septeni Japan株式会社,Septeni Japan 第三営業本部ｱｶｳﾝﾄ戦略部一課,仲間と歩む探求者,冒険型,調和,22,16,4,12,18,13,28,7,1,0,0,0,0,0,1,8.543,[10  9  8  8  8  9  8],8.571,8.543,7,32,6,86%,100%,29%,57%,29%,43%,0%,43%,0%,43%,0%,0%,29%,0%,0%,"・圧倒的な責任感と目標達成意識で若手メンバーにいい影響を与えてくれています。次の1年は自身のプレイング力は磨きつつそれを若手メンバーに言語化して伝える動きもしてもらえるといいかと思います。
・ただ行動をするソルジャーから「どうやったらもっとアポとれるか」「戦略的に攻略できるか」といった自らの考えをベースとした行動に変わってきた！更なる成長期待します！
・アカ戦内で一番活動量多いんじゃないか？と思うほど、与件化しました！の吉報が多くてすばらしいなと思ってます。これからもたくさん与件お願いします！
・貪欲にアタックしている姿勢◎ 周りにいい言葉をたくさん投げて良い空気つくれるところも長所だと思います！
・風香を巻き込んでの新規アタックしている姿は主体的で素晴らしいと思います。
・クリティカルシンキングシンキングは是非復習してほしい"
445,2024/03/21,4601133,2023/01/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｰﾀ事業本部AIｿﾘｭｰｼｮﾝ部直下,仲間想いの戦略家,戦略型,調和,14,6,7,11,17,11,18,11,0,0,0,0,1,0,1,7.802,[ 8  7  6  8 10  8],7.833,7.802,6,29,1,17%,50%,0%,0%,17%,33%,67%,33%,67%,0%,50%,50%,33%,0%,67%,・広い興味と独創的な考え方を持って活躍してくれました。 今後は計画的で着実な進行とのバランスを意識して、さらなる活躍をしてくれればと期待します。
414,2024/03/21,4601136,2023/02/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｨｽﾌﾟﾚｲｸﾞﾛｰｽ本部第二ﾃﾞｨｽﾌﾟﾚｲｺﾝｻﾙﾃｨﾝｸﾞ部二課,気配りオールラウンダー,協調型,順応,17,12,24,18,13,10,16,7,0,0,1,0,0,0,0,7.879,[ 6  8  9  7  8 10  9  8  9  7  7  7],7.917,7.879,12,61,4,83%,33%,8%,0%,17%,8%,67%,50%,50%,8%,0%,92%,8%,58%,25%,"・話が整理されていて論理的、冷静な判断ができるのが良いところだと思ってます！ 困ったときや何か問題が起きた時はもっともっと積極的に大我や入口、前を頼ってね！ 1人でしなきゃいけない仕事は1つもないので「上手く頼る」を覚えると、もっとスムーズに物事が進められるようなそんな気がします！
・タイトな中でも抜け漏れなく対応出来ており、納品クオリティ自体も問題ないかと思います。 中途入社かつ器質的な面もあるかと思いますが、同僚とのコミュニケーションに関しては、 もう少々積極的でも問題ないかと思います。
・干渉媒体増えて大変だと思うけど前向きに取り組んでくれていて助かります。 もっとポテンシャル引き出せるよう頑張るのでやりたいこと（やりたくないことも）どんどんオーダーしてください！
・納品については、安定感が増してきたように思います。より主体的に案件を伸ばす動きをミドル化と連動して実行してくれることを期待してます！"
414,2024/03/21,4601138,2023/02/01,Septeni Japan株式会社,Septeni Japan ﾃﾞｰﾀ事業本部ﾃﾞｰﾀｿﾘｭｰｼｮﾝ部二課,革新的なサイエンティスト,戦略型,分析,22,17,16,10,27,17,19,8,1,0,0,0,1,0,0,8.255,[ 9  5  7 10  9  9  9  9  9  9  5],8.182,8.255,11,52,4,45%,27%,9%,18%,45%,9%,36%,0%,82%,9%,9%,82%,18%,18%,64%,"・業務への理解が深く、いつも頼りにさせてもらっています。 今深田君がやっていることは今後のセプテーニもですが、深田君自身のキャリアにプラスになると思うので 都度藤井さんと業務量相談しながら仕事を進めてくれればと思います。
・技術力もそうですが、問題意識力や視座の高さなど、自分に足りないものを沢山持っているので見習っています。 至らない部分も多いですが、引き続きよろしくお願いします！
・花王ではいつもありがとう！業務回りで不可をかけてしまったシーンもあったが、本当に頼りにしてます！一緒に仕事を楽しくしていこうね！引き続きよろしく！
・主にXYhaiで色々ありがとう。いつもスマートな回答で感心してます。今後ともよろしくです！"
386,2024/03/21,4601152,2023/03/01,Septeni Japan株式会社,Septeni Japan 第三営業本部第一営業部一課,世話好きなオールマイティ,協調型,調和,16,16,19,17,16,11,26,11,0,0,0,0,0,0,1,7.95,[ 8  8 10  8  7  7],8,7.95,6,18,4,71%,29%,14%,14%,14%,0%,0%,43%,0%,0%,0%,14%,43%,14%,0%,"・前口頭でも言ったけど、ヤスは責任感が人一倍強くて、普段のゆるいイメージから意外にも「しっかりしている」という印象を更に強く感じた今期でした！今大丸では壁にぶち当たっているが、自分やこばさんも介入して改善しながら、更に顧客に寄り添った営業マンになることを期待してます！
・今期に入り大丸タスクも大分慣れてきたのでは？ 岡田さんコミュニケーションは引き続き大変な部分はあるが、定例会など見るに安定性は増して来ているのでその調子で頑張りましょう！ CNも取れたので、来年は先輩として頑張ろう！
・入社して1年経つね！おめでとう！ 吸収力が早くて、あんなにバタバタしていた大型案件もコントロールできるようになってて尊敬します。
・まだ全然一緒に仕事してないので、わからないけどもｗだからこそ壁打ちや課題感の議論できる状況は作っていければと思います"
371,2024/03/21,4601151,2023/03/16,Septeni Japan株式会社,Septeni Japan ﾃﾞｨｽﾌﾟﾚｲｸﾞﾛｰｽ本部第二ｸﾘｴｲﾃｨﾌﾞﾌﾟﾗﾝﾆﾝｸﾞ部一課,世話好きなオールマイティ,協調型,調和,19,11,17,16,14,12,20,7,1,0,0,0,0,0,1,8.478,[ 8  9  8  8 10  7  9  9],8.5,8.478,8,24,4,50%,12%,0%,0%,38%,12%,12%,12%,12%,0%,50%,38%,25%,38%,0%,"・<良かった点> クリエイティブにおける知見、実行力は組織内随一だと思っている <今後の期待> もっとデザインやクリエイティブに尖って、自分が作りたいものをもっとわがままに(顧客もねじ伏せ)作っていってほしい
・スピードが求められる仕事ですが、かなり営業に寄り添ってくれるので大変頼もしいです。
・・日々のやり取りをとても主体的にサポートしてくれるので、非常に助かりました！
・いつも困った際にアドバイスいただいて大変助かります｡ありがとうございます｡"
